一分の活泉,一分の活泉
鬼神の如き強烈な\n薙ぎ払い攻撃を見舞う特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。,鬼神の如き強烈な\n薙ぎ払い攻撃を見舞う特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。
烈風破,烈風破
烈風で敵を吹き飛ばす特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。,烈風で敵を吹き飛ばす特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。
ソニックブーム,ソニックブーム
衝撃波を放つ特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。,衝撃波を放つ特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。
両断破,両断破
具現化した気を放つ特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。,具現化した気を放つ特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。
ギロチンカット,ギロチンカット
横薙ぎ一閃の首刈り攻撃を放つ特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、高確率で対象に18～24秒間、\n麻痺の状態変化を付与する。,横薙ぎ一閃の首刈り攻撃を放つ特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、高確率で対象に18～24秒間、\n麻痺の状態変化を付与する。
回転斬り,回転斬り
武器を構え、\n急旋回する事で攻撃をする特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。,武器を構え、\n急旋回する事で攻撃をする特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。
暗夜剣,暗夜剣
音も無く標的を狩る特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、高確率で対象に18～24秒間、\n封魔の状態変化を付与する。,音も無く標的を狩る特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、高確率で対象に18～24秒間、\n封魔の状態変化を付与する。
ファイアブレス,ファイアブレス
燃え盛る炎の息を吹く特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、ノックバック時に\n高確率で対象に1.4～1.6秒間、\n炎上の状態変化を付与する。,燃え盛る炎の息を吹く特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、ノックバック時に\n高確率で対象に1.4～1.6秒間、\n炎上の状態変化を付与する。
アイスブレス,アイスブレス
超低温の息を吹き付ける特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、ノックバック時に\n高確率で対象に2.8～3.2秒間、\n凍結の状態変化を付与する。,超低温の息を吹き付ける特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、ノックバック時に\n高確率で対象に2.8～3.2秒間、\n凍結の状態変化を付与する。
毒ガスブレス,毒ガスブレス
毒気に満ちたガスを吹く特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、高確率で対象に18～24秒間、\n猛毒の状態変化を付与する。,毒気に満ちたガスを吹く特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、高確率で対象に18～24秒間、\n猛毒の状態変化を付与する。
フォッグブレス,フォッグブレス
思考を閉ざす霧を放つ特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、高確率で対象に18～24秒間、\n忘却の状態変化を付与する。,思考を閉ざす霧を放つ特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、高確率で対象に18～24秒間、\n忘却の状態変化を付与する。
地獄の業火,地獄の業火
地獄の炎を呼び起こす特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、ノックバック時に\n高確率で対象に1.2～1.4秒間、\n炎上の状態変化を付与する。,地獄の炎を呼び起こす特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、ノックバック時に\n高確率で対象に1.2～1.4秒間、\n炎上の状態変化を付与する。
絶対零度,絶対零度
周囲の温度を急激に下げる特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、ノックバック時に\n高確率で対象に2.4～2.8秒間、\n凍結の状態変化を付与する。,周囲の温度を急激に下げる特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、ノックバック時に\n高確率で対象に2.4～2.8秒間、\n凍結の状態変化を付与する。
放電,放電
大気中の電気を集め、一気に解放する特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、ノックバック時に\n高確率で対象に1.8～2.1秒間、\n感電の状態変化を付与する。,大気中の電気を集め、一気に解放する特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、ノックバック時に\n高確率で対象に1.8～2.1秒間、\n感電の状態変化を付与する。
ライジングアッパー,ライジングアッパー
敵の懐に飛び込み、跳躍しながら\nアッパーと膝蹴りを同時に繰り出す特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。,敵の懐に飛び込み、跳躍しながら\nアッパーと膝蹴りを同時に繰り出す特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。
かみつき,かみつき
鋭い牙で噛み付く特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理ダメージを与える。,鋭い牙で噛み付く特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理傷害を与える。
吸血サイクロン,吸血サイクロン
敵の力を吸い込む竜巻を起こす特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与えると共に、\n自身のＨＰが、ダメージの50%回復する。,敵の力を吸い込む竜巻を起こす特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与えると共に、\n自身のＨＰが、傷害の50%回復する。
フヴェルゲルミル,フヴェルゲルミル
テスタメント,テスタメント
天罰（維持）,天罰（維持）
強力無比な天の裁きを下す特技。\n\n使用者の前面にいる敵に対して、\n魔法効果量に依存した\n魔法ダメージを与える。\n\n敵が使用者と異なるＬＮＣ属性の場合、\n威力が上昇する。\n\n更に、対象に5秒間、\n石化の状態変化を付与する。\n\nこのスキルは、\nダメージによって詠唱を中断されず、\nノックバックによって詠唱を止められる。,強力無比な天の裁きを下す特技。\n\n使用者の前面にいる敵に対して、\n魔法効果量に依存した\n魔法傷害を与える。\n\n敵が使用者と異なるＬＮＣ属性の場合、\n威力が上昇する。\n\n更に、対象に5秒間、\n石化の状態変化を付与する。\n\nこの技能は、\n傷害によって詠唱を中断されず、\nノックバックによって詠唱を止められる。
アースクエイク,アースクエイク
ダークブレス,ダークブレス
光を無に帰す息を吹く特技。\n\n使用者の前面にいる敵に対して、\n魔法効果量に依存した\n魔法ダメージを与える。\n\n更に、高確率で対象に3分間、\n回復量が100%減少する\n状態変化を付与する。,光を無に帰す息を吹く特技。\n\n使用者の前面にいる敵に対して、\n魔法効果量に依存した\n魔法傷害を与える。\n\n更に、高確率で対象に3分間、\n回復量が100%減少する\n状態変化を付与する。
ウイルス,ウイルス
神叛,神叛
怪電波,怪電波
怪電波を発し、周囲の敵を感電させる特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、ノックバック時に\n高確率で対象に1.8～2.1秒間、\n感電の状態変化を付与する。,怪電波を発し、周囲の敵を感電させる特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、ノックバック時に\n高確率で対象に1.8～2.1秒間、\n感電の状態変化を付与する。
ファイナルヌード,ファイナルヌード
生まれたままの姿を\n惜しげもなく曝け出す特技。\n\n使用者の周囲にいる敵に対して、\n補助効果量に依存した\n魔法ダメージを与える。\n\nノックバック時に24～30秒間、\n興奮の状態変化を\n更に高確率で対象に12～18秒間、\n魅惑の状態変化を付与する。\n\nこのスキルは、\nダメージによって詠唱を中断されず、\nノックバックによって詠唱を止められる。,生まれたままの姿を\n惜しげもなく曝け出す特技。\n\n使用者の周囲にいる敵に対して、\n補助効果量に依存した\n魔法傷害を与える。\n\nノックバック時に24～30秒間、\n興奮の状態変化を\n更に高確率で対象に12～18秒間、\n魅惑の状態変化を付与する。\n\nこの技能は、\n傷害によって詠唱を中断されず、\nノックバックによって詠唱を止められる。
ブーメランフロステリオス,ブーメランフロステリオス
放つ者の五感が\n極度に研ぎ澄まされた瞬間に放たれる\n『完璧』なコークスクリューフック。\nギャラクティカ･フロストパンチと\n双璧をなす必殺ブローであり特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、高確率で対象に2.4～2.8秒間、\n凍結の状態変化を付与する。,放つ者の五感が\n極度に研ぎ澄まされた瞬間に放たれる\n『完璧』なコークスクリューフック。\nギャラクティカ･フロストパンチと\n双璧をなす必殺ブローであり特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、高確率で対象に2.4～2.8秒間、\n凍結の状態変化を付与する。
毒かみつき,毒かみつき
毒気を帯びた噛み付きで\nダメージを与える特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、高確率で対象に18～24秒間、\n猛毒の状態変化を付与する。,毒気を帯びた噛み付きで\n傷害を与える特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、高確率で対象に18～24秒間、\n猛毒の状態変化を付与する。
マヒかみつき,マヒかみつき
噛み付き、敵の中枢神経を侵す\n毒を注入する特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、高確率で対象に18～24秒間、\n麻痺の状態変化を付与する。,噛み付き、敵の中枢神経を侵す\n毒を注入する特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、高確率で対象に18～24秒間、\n麻痺の状態変化を付与する。
魅惑かみつき,魅惑かみつき
噛まれた相手をトリコにする\n甘いかみつきを行う特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、高確率で対象に18～24秒間、\n魅惑の状態変化を付与する。,噛まれた相手をトリコにする\n甘いかみつきを行う特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、高確率で対象に18～24秒間、\n魅惑の状態変化を付与する。
天狼牙,天狼牙
巨大な獣をも一撃で倒すとされる\n獣族秘伝の特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理ダメージを与える。,巨大な獣をも一撃で倒すとされる\n獣族秘伝の特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理傷害を与える。
突撃,突撃
狙いすました突きを見舞う特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理ダメージを与える。,狙いすました突きを見舞う特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理傷害を与える。
地獄突き,地獄突き
地獄の獄卒が使う肉弾殺法たる特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、高確率で対象に18～24秒間、\n封魔の状態変化を付与する。,地獄の獄卒が使う肉弾殺法たる特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、高確率で対象に18～24秒間、\n封魔の状態変化を付与する。
体当たり,体当たり
全身で敵に体当たりをぶちかます特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理ダメージを与える。,全身で敵に体当たりをぶちかます特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理傷害を与える。
フロストパンチ,フロストパンチ
凍気をまとった拳で敵を打つ特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、ノックバック時に\n高確率で対象に2.4～2.8秒間、\n凍結の状態変化を付与する。,凍気をまとった拳で敵を打つ特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、ノックバック時に\n高確率で対象に2.4～2.8秒間、\n凍結の状態変化を付与する。
稲妻突き,稲妻突き
雷を帯びた突きを見舞う特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、ノックバック時に\n高確率で対象に1.8～2.1秒間、\n感電の状態変化を付与する。,雷を帯びた突きを見舞う特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、ノックバック時に\n高確率で対象に1.8～2.1秒間、\n感電の状態変化を付与する。
ツインスラッシュ,ツインス突撃
目にもとまらぬ二段斬りを放つ特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理ダメージを与える。,目にもとまらぬ二段斬りを放つ特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理傷害を与える。
絶妙剣,絶妙剣
機械のように正確に、\n迅雷の如き速さで敵を切り刻む特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理ダメージを与える。,機械のように正確に、\n迅雷の如き速度で敵を切り刻む特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理傷害を与える。
ヒートウェイブ,ヒートウェイブ
炎を纏いながら敵に突進し、\n焼き尽くす特技。\n\n直線上の敵全員に対して、\n近接攻撃力に依存した\n物理ダメージを与える。,炎を纏いながら敵に突進し、\n焼き尽くす特技。\n\n直線上の敵全員に対して、\n近接攻撃力に依存した\n物理傷害を与える。
デスバウンド,デスバウンド
目の当たりにした者は\n恐怖すると言われる剣を用いた特技。\n\n直線上の敵全員に対して、\n近接攻撃力に依存した\n物理ダメージを与える。,目の当たりにした者は\n恐怖すると言われる剣を用いた特技。\n\n直線上の敵全員に対して、\n近接攻撃力に依存した\n物理傷害を与える。
デスタッチ,デスタッチ
身も凍える寒き接触により、\n体力を吸収する特技。\n\n敵1体に対して、\n魔法効果量に依存した\n魔法ダメージを与えると共に、\n自身のＨＰが、ダメージの50%回復する。,身も凍える寒き接触により、\n体力を吸収する特技。\n\n敵1体に対して、\n魔法効果量に依存した\n魔法傷害を与えると共に、\n自身のＨＰが、傷害の50%回復する。
吸精,吸精
魔力で精を吸い尽くす特技。\n\n敵1体に対して、\n魔法効果量に依存した\n魔法ダメージを与えると共に、\n対象のＭＰにもダメージを与え、\n自身のＭＰが、ダメージの30%分回復する。,魔力で精を吸い尽くす特技。\n\n敵1体に対して、\n魔法効果量に依存した\n魔法傷害を与えると共に、\n対象のＭＰにも傷害を与え、\n自身のＭＰが、傷害の30%分回復する。
自爆,自爆
肉体を爆弾に変え、\n特攻後に大爆発する特技。\n\n使用者は死亡するが、\n直線上の敵全員に対して、\n残りＨＰ量の割合に依存した\n物理ダメージを与える。,肉体を爆弾に変え、\n特攻後に大爆発する特技。\n\n使用者は死亡するが、\n直線上の敵全員に対して、\n残りＨＰ量の割合に依存した\n物理傷害を与える。
特攻,特攻
自らの肉体を崩壊させ、\n敵を道連れにする特技。\n\n使用者は死亡するが、\n敵1体に対して、\n残りＨＰ量の割合に依存した\n物理ダメージを与える。,自らの肉体を崩壊させ、\n敵を道連れにする特技。\n\n使用者は死亡するが、\n敵1体に対して、\n残りＨＰ量の割合に依存した\n物理傷害を与える。
閻魔の代紋,閻魔の代紋
特攻後、敵に刃を突き立て、自爆して果てる\n捨て身の特技。\n\n使用者は死亡するが、\n敵1体に対して、\n残りＨＰ量の割合に依存した\n物理ダメージを与える。,特攻後、敵に刃を突き立て、自爆して果てる\n捨て身の特技。\n\n使用者は死亡するが、\n敵1体に対して、\n残りＨＰ量の割合に依存した\n物理傷害を与える。
燃え尽きるパンチ,燃え尽きるパンチ
石化かみつき,石化かみつき
マルカジリ,マルカジリ
ギャラクティカ・フロストパンチ,ギャラクティカ・フロストパンチ
電圧室での過酷なトレーニングによって\n身に着けた必殺のブロー。\n凍気をまとったその拳で、\n銀河をもぶち抜く特技。\n\n直線上の敵全員に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、高確率で対象に2.4～2.8秒間、\n凍結の状態変化を付与する。,電圧室での過酷なトレーニングによって\n身に着けた必殺のブロー。\n凍気をまとったその拳で、\n銀河をもぶち抜く特技。\n\n直線上の敵全員に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、高確率で対象に2.4～2.8秒間、\n凍結の状態変化を付与する。
焔薙,焔薙
ヘルエギゾースト,ヘルエギゾースト
ベノンザッパー,ベノンザッパー
恐るべき毒性を持った斬撃を見舞う特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、高確率で対象に27～39秒間、\n猛毒の状態変化を付与する。,恐るべき毒性を持った斬撃を見舞う特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、高確率で対象に27～39秒間、\n猛毒の状態変化を付与する。
木っ端微塵斬り,木っ端微塵斬り
目にも留まらぬ乱れ刃で\nすれ違う敵を容赦なく切り刻む特技。\n\n直線上の敵全員に対して、\n近接攻撃力に依存した\n物理ダメージを与える。,目にも留まらぬ乱れ刃で\nすれ違う敵を容赦なく切り刻む特技。\n\n直線上の敵全員に対して、\n近接攻撃力に依存した\n物理傷害を与える。
悪魔の魔崩拳【炎】,悪魔の魔崩拳【炎】
高い戦闘能力を誇る悪魔が\n魔崩拳『デロリアン』を習得した！,高い戦闘能力を誇る悪魔が\n魔崩拳『デロリアン』を習得した！
悪魔の魔崩拳【氷】,悪魔の魔崩拳【氷】
高い戦闘能力を誇る悪魔が\n魔崩拳『フリージングランス』を習得した！,高い戦闘能力を誇る悪魔が\n魔崩拳『フリージングランス』を習得した！
悪魔の魔崩拳【雷】,悪魔の魔崩拳【雷】
高い戦闘能力を誇る悪魔が\n魔崩拳『ソニックスルー』を習得した！,高い戦闘能力を誇る悪魔が\n魔崩拳『ソニックスルー』を習得した！
悪魔の魔崩拳【嵐】,悪魔の魔崩拳【嵐】
高い戦闘能力を誇る悪魔が\n魔崩拳『カマイタチ』を習得した！,高い戦闘能力を誇る悪魔が\n魔崩拳『カマイタチ』を習得した！
一分の魔脈,一分の魔脈
獲得以下効果的被動技能。\n\n・最大ＭＰ+10%,獲得以下効果的被動技能。\n\n・最大ＭＰ+10%
二分の魔脈,二分の魔脈
獲得以下効果的被動技能。\n\n・最大ＭＰ+20%,獲得以下効果的被動技能。\n\n・最大ＭＰ+20%
三分の魔脈,三分の魔脈
獲得以下効果的被動技能。\n\n・最大ＭＰ+40%,獲得以下効果的被動技能。\n\n・最大ＭＰ+40%
チャクラの具足,チャクラの具足
獲得以下効果的被動技能。\n\n・ＭＰ自然回復量+2,獲得以下効果的被動技能。\n\n・ＭＰ自然回復量+2
投げキッス,投げキッス
念のこもった投げキッスを放つ特技。\n\n敵1体に対して、\n魔法効果量に依存した\n魔法ダメージを与える。,念のこもった投げキッスを放つ特技。\n\n敵1体に対して、\n魔法効果量に依存した\n魔法傷害を与える。
マジックショット,魔力普射
魔法弾を撃ち出す特技。\n\n敵1体に対して、\n魔法効果量に依存した\n魔法ダメージを与える。,魔法弾を撃ち出す特技。\n\n敵1体に対して、\n魔法効果量に依存した\n魔法傷害を与える。
グングニル,グングニル
