旧イチガヤ駐屯地Ｂ１８Ｆ,旧市谷駐屯地Ｂ１８Ｆ,
旧イチガヤ駐屯地Ｂ１９Ｆ,旧市谷駐屯地Ｂ１９Ｆ,
旧イチガヤ駐屯地Ｂ２０Ｆ,旧市谷駐屯地Ｂ２０Ｆ,
旧イチガヤ駐屯地Ｂ２１Ｆ,旧市谷駐屯地Ｂ２１Ｆ,
旧イチガヤ駐屯地Ｂ２２Ｆ,旧市谷駐屯地Ｂ２２Ｆ,
旧イチガヤ駐屯地Ｂ２３Ｆ,旧市谷駐屯地Ｂ２３Ｆ,
旧イチガヤ駐屯地Ｂ２４Ｆ,旧市谷駐屯地Ｂ２４Ｆ,
旧イチガヤ駐屯地Ｂ２５Ｆ,旧市谷駐屯地Ｂ２５Ｆ,
旧イチガヤ駐屯地Ｂ２６Ｆ,旧市谷駐屯地Ｂ２６Ｆ,
旧イチガヤ駐屯地Ｂ２７Ｆ,旧市谷駐屯地Ｂ２７Ｆ,
旧イチガヤ駐屯地Ｂ２８Ｆ,旧市谷駐屯地Ｂ２８Ｆ,
旧イチガヤ駐屯地Ｂ２９Ｆ,旧市谷駐屯地Ｂ２９Ｆ,
旧イチガヤ駐屯地Ｂ３０Ｆ,旧市谷駐屯地Ｂ３０Ｆ,
旧イチガヤ駐屯地Ｂ３１Ｆ,旧市谷駐屯地Ｂ３１Ｆ,
旧イチガヤ駐屯地Ｂ３２Ｆ,旧市谷駐屯地Ｂ３２Ｆ,
旧イチガヤ駐屯地Ｂ３３Ｆ,旧市谷駐屯地Ｂ３３Ｆ,
旧イチガヤ駐屯地Ｂ３４Ｆ,旧市谷駐屯地Ｂ３４Ｆ,
旧イチガヤ駐屯地Ｂ３５Ｆ,旧市谷駐屯地Ｂ３５Ｆ,
旧イチガヤ駐屯地Ｂ１０７Ｆ,旧市谷駐屯地Ｂ１０７Ｆ,
旧イチガヤ駐屯地Ｂ１０８Ｆ,旧市谷駐屯地Ｂ１０８Ｆ,
魔階シブヤクォーツ・調査,魔階渋谷石英宫・調査,
COMP-hackダンジョン 1-A,COMP-hack地下城 1-A,
COMP-hackダンジョン 2-A,COMP-hack地下城 2-A,
COMP-hackダンジョン 3-A,COMP-hack地下城 3-A,
COMP-hackダンジョン 4-A,COMP-hack地下城 4-A,
COMP-hackダンジョン 5-A,COMP-hack地下城 5-A,
COMP-Hack（キングフロスト）,COMP-Hack（渋谷石英宫）,
COMP-Hack（ベルゼブブ）,COMP-Hack（别西卜）,
COMP-Hack（マーラ）,COMP-Hack（魔罗）,
COMP-Hack（リリス）,COMP-Hack（莉莉丝）,
ＤＢカノウＣＯＭＰダンジョンＡ,ＤＢ卡诺ＣＯＭＰ地下城Ａ,
ＤＢカノウＣＯＭＰダンジョンＢ,ＤＢ卡诺ＣＯＭＰ地下城Ｂ,
COMP-hackダンジョン 6-A,COMP-hack地下城 6-A,
ＤＢカノウＣＯＭＰダンジョンＣ,ＤＢ卡诺ＣＯＭＰ地下城Ｃ,
COMP-hackダンジョン カッパ,COMP-hack地下城 河童,
YOIDORE-hack,YOIDORE-hack,
ドック制御室,船坞制御室,
シンジュクドック（Ｂ１０Ｆ）,新宿船坞（Ｂ１０Ｆ）,
シンジュクドック（Ｂ１３Ｆ）,新宿船坞（Ｂ１３Ｆ）,
シンジュクドック（Ｂ１４Ｆ）,新宿船坞（Ｂ１４Ｆ）,
ホンゴウ,本江,
ユダの精神世界,犹大の精神世界,
パーティ会場（異空間）,派对会場（異空間）,
ナカノ神社,中野神社,
オニのビーチ,鬼の海滩,
ツリーの森,樹の森,
モミの木の森,樅木の森,
富士見ミッドガルド,富士見米德加德,
コロシアム,罗马竞技场,
形のオベリスク（内部）,形の方尖碑（内部）,
力のオベリスク（内部）,力の方尖碑（内部）,
均衡のオベリスク（内部）,均衡の方尖碑（内部）,
旧・帝都地下鉄ウエノ行,旧・帝都地下鉄上野行,
旧・帝都地下鉄シナガワ行,旧・帝都地下鉄品川行,
第三ホーム野営地　倉庫,第三居所野営地　倉庫,
ネットワーク,网络,
シブチカ,,
ディアスポラ・スギナミ,移民社群・杉並,
ヴァーチャルビーチ・南国,虚拟海滩・南国,
ヴァーチャルフィールド・ナカノ,虚拟原野・中野,
ディアスポラ・シナガワ,移民社群・品川,
COMP-hackダンジョン α-1,COMP-hack地下城 α-1,
COMP-hackダンジョン α-2,COMP-hack地下城 α-2,
COMP-hackダンジョン θ-1,COMP-hack地下城 θ-1,
COMP-hackダンジョン ι-1,COMP-hack地下城 ι-1,
COMP-hackダンジョン κ-1,COMP-hack地下城 κ-1,
COMP-hackダンジョン μ-1,COMP-hack地下城 μ-1,
COMP-hackダンジョン μ-2,COMP-hack地下城 μ-2,
ＵＢチャンピオンコロッセオ,ＵＢ冠军斗兽场,
タイガーネスト,虎巢,
魔階の歪み,,
カーネル空間,内核空間,
シークレットルーム,機密房间,
シンジュクフィールド,新宿原野,
禁断の大地,,
シンジュクドック（Ｂ１１Ｆ）,新宿船坞（Ｂ１１Ｆ）,
デイリーエリア・坑,日常区域・坑,
デイリーエリア・遺,日常区域・遺,
デイリーエリア・塔,日常区域・塔,
デイリーエリア・晶,日常区域・晶,
デイリーエリア・廟,日常区域・廟,
デイリーエリア・屯,日常区域・屯,
デイリーエリア・朱,日常区域・朱,
デイリーエリア・海,日常区域・海,
デイリーエリア・庁,日常区域・庁,
デイリーエリア・廊,日常区域・廊,
スギナミ魔階坑道（愛）,杉並魔階坑道（愛）,
魔階ナカノ地下遺構（恋）,魔階中野地下遺構（恋）,
魔階セルタワー（変）,魔階能源塔（変）,
Ｙキキビーチ,Ｙ齐齐海滩,
ハロウィンパーティー,万圣节派对,
魔階ナカノ地下遺構（午）,魔階中野地下遺構（午）,
ゾウシガヤ霊園（午）,杂司谷霊園（午）,
東シナガワ真氷穴,東品川真氷穴,
アバドン体内,阿巴顿体内,
異界バトルコロッセオ,異界战斗竞技场,
ナカノ茫漠領域　第一階層,中野茫漠領域　第一階層,
ナカノ茫漠領域　第二階層,中野茫漠領域　第二階層,
ナカノ茫漠領域　第三階層,中野茫漠領域　第三階層,
ナカノ茫漠領域　第四階層,中野茫漠領域　第四階層,
ナカノ茫漠領域　第五階層,中野茫漠領域　第五階層,
第二ホーム　シナガワ水路ルート,第二居所　品川水路路経,
第二ホーム　シブヤ地下道ルート,第二居所　渋谷地下道路経,
第二ホーム　イチガヤ遺跡ルート,第二居所　市谷遺跡路経,
揺らぎの世界,动荡の世界,
バリュアブルチャレンジ,可变挑战,
ロジックスペース　１フロア,逻辑空间　１階,
ロジックスペース　２フロア,逻辑空间　２階,
ロジックスペース　３フロア,逻辑空间　３階,
ロジックスペース　４フロア,逻辑空间　４階,
ロジックスペース　５フロア,逻辑空间　５階,
上級ロジックスペース　１フロア,上級逻辑空间　１階,
上級ロジックスペース　２フロア,上級逻辑空间　２階,
上級ロジックスペース　３フロア,上級逻辑空间　３階,
上級ロジックスペース　４フロア,上級逻辑空间　４階,
上級ロジックスペース　５フロア,上級逻辑空间　５階,
上級ロジックスペース　６フロア,上級逻辑空间　６階,
上級ロジックスペース　７フロア,上級逻辑空间　７階,
上級ロジックスペース　８フロア,上級逻辑空间　８階,
上級ロジックスペース　９フロア,上級逻辑空间　９階,
上級ロジックスペース　１０フロア,上級逻辑空间　１０階,
上級ロジックスペース　１１フロア,上級逻辑空间　１１階,
上級ロジックスペース　１２フロア,上級逻辑空间　１２階,
上級ロジックスペース　１３フロア,上級逻辑空间　１３階,
上級ロジックスペース　１４フロア,上級逻辑空间　１４階,
上級ロジックスペース　１５フロア,上級逻辑空间　１５階,
上級ロジックスペース　１６フロア,上級逻辑空间　１６階,
上級ロジックスペース　１７フロア,上級逻辑空间　１７階,
上級ロジックスペース　１８フロア,上級逻辑空间　１８階,
上級ロジックスペース　１９フロア,上級逻辑空间　１９階,
上級ロジックスペース　２０フロア,上級逻辑空间　２０階,
上級ロジックスペース　２１フロア,上級逻辑空间　２１階,
上級ロジックスペース　２２フロア,上級逻辑空间　２２階,
上級ロジックスペース　２３フロア,上級逻辑空间　２３階,
上級ロジックスペース　２４フロア,上級逻辑空间　２４階,
上級ロジックスペース　２５フロア,上級逻辑空间　２５階,
上級ロジックスペース　２６フロア,上級逻辑空间　２６階,
上級ロジックスペース　２７フロア,上級逻辑空间　２７階,
上級ロジックスペース　２８フロア,上級逻辑空间　２８階,
上級ロジックスペース　２９フロア,上級逻辑空间　２９階,
上級ロジックスペース　３０フロア,上級逻辑空间　３０階,
上級ロジックスペース　３１フロア,上級逻辑空间　３１階,
上級ロジックスペース　３２フロア,上級逻辑空间　３２階,
魔階カグラザカ朱雀洞（恋）　初級,魔階神楽坂朱雀洞（恋）　初級,
東シナガワ大氷穴（愛）　初級,東品川大氷穴（愛）　初級,
魔階セルタワー（！）,魔階能源塔（！）,
ライブ会場,现场演出会場,
パイ投げ合戦会場,馅饼投掷比赛会場,
東シナガワ大氷穴（坤）,東品川大氷穴（坤）,
魔階カグラザカ朱雀洞（坤）,魔階神楽坂朱雀洞（坤）,
魔階セルタワー（坤）,魔階能源塔（坤）,
坤ノ社,,
魔階カグラザカ朱雀洞（恋）　中級,魔階神楽坂朱雀洞（恋）　中級,
東シナガワ大氷穴（愛）　中級,東品川大氷穴（愛）　中級,
魔階シブヤクォーツ（！）,魔階渋谷石英宫（！）,
魔階カグラザカ朱雀洞（恋）　上級,魔階神楽坂朱雀洞（恋）　上級,
東シナガワ大氷穴（愛）　上級,東品川大氷穴（愛）　上級,
魔階ナカノ地下遺構（！）,魔階中野地下遺構（！）,
光の届かない空間,,
シホのラボ,,
シブヤの一室,渋谷の一室,
コクマの塔,国馬の塔,
終末之地　イチガヤ,終末之地　市谷,
サタン,撒旦,
ナカノの森　演習場,中野の森　演習場,
深淵へ続く螺旋,,
命の洞穴（パラレル）,命の洞穴（並行）,
魔階ナカノ地下遺構（パラレル）,魔階中野地下遺構（並行）,
魔階シブヤクォーツ（パラレル）,魔階渋谷石英宫（並行）,
魔階ウエノ砂幻陵（パラレル）,魔階上野砂幻陵（並行）,
魔階シナガワ神殿騎士廟(パラレル),魔階品川神殿騎士廟(並行),
魔階トチョウ（偽） 北 floor01,魔階都庁（偽） 北 floor01,
魔階トチョウ（偽） 北 floor02,魔階都庁（偽） 北 floor02,
魔階トチョウ（偽） 北 floor03,魔階都庁（偽） 北 floor03,
魔階トチョウ（偽） 北 floor04,魔階都庁（偽） 北 floor04,
魔階トチョウ（偽） 北 floor05,魔階都庁（偽） 北 floor05,
魔階トチョウ（偽） 南 floor01,魔階都庁（偽） 南 floor01,
魔階トチョウ（偽） 南 floor02,魔階都庁（偽） 南 floor02,
魔階トチョウ（偽） 南 floor03,魔階都庁（偽） 南 floor03,
魔階トチョウ（偽） 南 floor04,魔階都庁（偽） 南 floor04,
魔階トチョウ（偽） 南 floor05,魔階都庁（偽） 南 floor05,
魔階トチョウ（偽）,魔階都庁（偽）,
デバッグMO,調試MO,
デバッグルーム,調試房间,
